vid,uid,s_min,s_sec,a_obj,split,label
PSoKYh3ea1o,PSoKYh3ea1o_60000_70000,1,0,flute_bassoon,train,v2
PSoKYh3ea1o,PSoKYh3ea1o_435000_445000,7,15,flute_bassoon,train,v2
PtF9wUVgV5k,PtF9wUVgV5k_20000_30000,0,20,bassoon_violin,train,v2
PtF9wUVgV5k,PtF9wUVgV5k_309000_319000,5,9,bassoon_violin,train,v2
pTLlUmX-Ud0,pTLlUmX-Ud0_0_10000,0,0,harmonica_man,train,v2
pTLlUmX-Ud0,pTLlUmX-Ud0_84000_94000,1,24,harmonica_woman,train,v2
pTLlUmX-Ud0,pTLlUmX-Ud0_180000_190000,3,0,guitar_man,train,v2
pTLlUmX-Ud0,pTLlUmX-Ud0_345000_355000,5,45,guitar_man,train,v2
pTLlUmX-Ud0,pTLlUmX-Ud0_457000_467000,7,37,guitar_man,train,v2
pTLlUmX-Ud0,pTLlUmX-Ud0_560000_570000,9,20,guitar_man,train,v2
pTLlUmX-Ud0,pTLlUmX-Ud0_598000_608000,9,58,guitar_man,train,v2
Ptm0GYEf4AI,Ptm0GYEf4AI_40000_50000,0,40,saw_man,train,v2
Ptm0GYEf4AI,Ptm0GYEf4AI_78000_88000,1,18,axe_man,train,v2
PuRzbBA-1DI,PuRzbBA-1DI_30000_40000,0,30,guitar_man,test,v2
puugfzdXYz4,puugfzdXYz4_10000_20000,0,10,guitar_man,train,v2
puugfzdXYz4,puugfzdXYz4_30000_40000,0,30,guitar_man,train,v2
puugfzdXYz4,puugfzdXYz4_120000_130000,1,60,guitar_man,train,v2
pVTZOIHjIic,pVTZOIHjIic_850000_860000,14,10,woman_man,train,v2
pVTZOIHjIic,pVTZOIHjIic_1100000_1110000,18,20,woman_man,train,v2
PXhjpPBqRRk,PXhjpPBqRRk_22000_32000,0,22,piano_cello,train,v2
PXhjpPBqRRk,PXhjpPBqRRk_360000_370000,6,0,piano_cello,train,v2
pXhXaUz2rM4_1,pXhXaUz2rM4_1,0,0,violin_tabla_guitar,val,v1m
pzG0UnIdz5M,pzG0UnIdz5M_30000_40000,0,30,piano_trombone_trumpet,train,v2
pzG0UnIdz5M,pzG0UnIdz5M_100000_110000,1,40,piano_trombone_trumpet,train,v2
Q1pZUmvQbWk_0,Q1pZUmvQbWk_0,0,0,baby_dog,train,v1m
Q1pZUmvQbWk_1,Q1pZUmvQbWk_1,0,0,dog_baby,train,v1m
Q1pZUmvQbWk_2,Q1pZUmvQbWk_2,0,0,baby_dog,train,v1m
Q1pZUmvQbWk_4,Q1pZUmvQbWk_4,0,0,dog_baby,train,v1m
Q1pZUmvQbWk_5,Q1pZUmvQbWk_5,0,0,dog_baby,val,v1m
q3E7rcBFs-Q,q3E7rcBFs-Q_120000_130000,2,0,woman_guitar,test,v2
q3YnhPgt-rM,q3YnhPgt-rM_46000_56000,0,46,bassoon_cello_violin,train,v2
q3YnhPgt-rM,q3YnhPgt-rM_76000_86000,1,16,bassoon_cello_violin,train,v2
q3YnhPgt-rM,q3YnhPgt-rM_118000_128000,1,58,bassoon_cello_violin,train,v2
q55U5YVo-8g,q55U5YVo-8g_0_10000,0,0,tabla_piano_man,train,v2
q55U5YVo-8g,q55U5YVo-8g_12000_22000,0,12,tabla_guitar_man,train,v2
q6Vwbg3SOSc,q6Vwbg3SOSc_90000_100000,1,30,gun_man,train,v2
q6Vwbg3SOSc,q6Vwbg3SOSc_144000_154000,2,24,man_gun,train,v2
q6Vwbg3SOSc,q6Vwbg3SOSc_300000_310000,5,0,gun_man,train,v2
q6Vwbg3SOSc,q6Vwbg3SOSc_432000_442000,7,12,man_gun,train,v2
q6Vwbg3SOSc,q6Vwbg3SOSc_535000_545000,8,55,gun_man,train,v2
q9cUIiDawrk,q9cUIiDawrk_223000_233000,3,43,piano_cello,train,v2
QA-bI1kk264,QA-bI1kk264_30000_40000,0,30,man_ukulele,train,v2
qAcZ4fkaeqU,qAcZ4fkaeqU_16000_26000,0,16,drum_guitar,test,v2
qbIIV6y4vss,qbIIV6y4vss_7000_17000,0,7,piano_bassoon,train,v2
qbIIV6y4vss,qbIIV6y4vss_40000_50000,0,40,piano_bassoon,train,v2
qbIIV6y4vss,qbIIV6y4vss_75000_85000,1,15,piano_bassoon,train,v2
qbIIV6y4vss,qbIIV6y4vss_295000_305000,4,55,piano_bassoon,train,v2
qbpzeMEPjlo,qbpzeMEPjlo_145000_155000,2,25,tank_truck,train,v2
qbpzeMEPjlo,qbpzeMEPjlo_168000_178000,2,48,truck_tank,train,v2
QcLVQjTpRy8,QcLVQjTpRy8_125000_135000,2,5,flute_piano,train,v2
qD-UEwVEDP0,qD-UEwVEDP0_9000_19000,0,9,man_tiger,train,v2
qD-UEwVEDP0,qD-UEwVEDP0_39000_49000,0,39,lion_tiger,train,v2
qD-UEwVEDP0_1,qD-UEwVEDP0_1,0,0,lion_wolf,train,v1m
QdOrRSaTj70,QdOrRSaTj70_261000_271000,4,21,girl_man_woman,train,v2
QEcxlt57PAE,QEcxlt57PAE_116000_126000,1,56,car_train,train,v2
QEmHV4fzGas,QEmHV4fzGas_70000_80000,1,10,woman_piano_drum_guitar,val,v2
QEmHV4fzGas,QEmHV4fzGas_100000_110000,1,40,drum_piano_guitar_woman,val,v2
QEmHV4fzGas,QEmHV4fzGas_123000_133000,2,3,drum_piano_guitar_woman,val,v2
QEmHV4fzGas,QEmHV4fzGas_160000_170000,2,40,piano_woman_drum_guitar,val,v2
qeUTojGjhpw,qeUTojGjhpw_8000_18000,0,8,donkey_man,train,v2
QfQGMj0Mpes,QfQGMj0Mpes_25000_35000,0,25,man_ukulele,train,v2
QHd5SATuDrA,QHd5SATuDrA_0_10000,0,0,airplane_truck,train,v2
qHKXi79GoSA,qHKXi79GoSA_32000_42000,0,32,piano_trumpet,train,v2
qIROWoYYyek,qIROWoYYyek_60000_70000,1,0,woman_guitar,test,v2
QJAlLhhyawA,QJAlLhhyawA_67000_77000,1,7,donkey_horse,test,v2
qm7NyURpL2g,qm7NyURpL2g_10000_20000,0,10,accordion_tuba_trumpet_trombone,train,v2
qmBE2wUtsng,qmBE2wUtsng_15000_25000,0,15,trombone_man,train,v2
qmBE2wUtsng,qmBE2wUtsng_30000_40000,0,30,trombone_man,train,v2
qMXGIsHTERw,qMXGIsHTERw_20000_30000,0,20,flute_piano,train,v2
qMXGIsHTERw,qMXGIsHTERw_80000_90000,1,20,flute_piano,train,v2
qNfux7Ku4Uc_3,qNfux7Ku4Uc_3,0,0,piano_man,val,v1m
qNfux7Ku4Uc_5,qNfux7Ku4Uc_5,0,0,man_piano,train,v1m
qpJL0HSlsZk,qpJL0HSlsZk_142000_152000,2,22,piano_cello,train,v2
qpJL0HSlsZk,qpJL0HSlsZk_160000_170000,2,40,piano_cello_violin,train,v2
qpJL0HSlsZk,qpJL0HSlsZk_170000_180000,2,50,piano_cello_violin,train,v2
qpJL0HSlsZk,qpJL0HSlsZk_213000_223000,3,33,piano_cello_violin,train,v2
qpJL0HSlsZk,qpJL0HSlsZk_660000_670000,11,0,piano_cello,train,v2
qpJL0HSlsZk,qpJL0HSlsZk_2326000_2336000,38,46,piano_cello_violin,train,v2
QQWfxEXXfUw,QQWfxEXXfUw_42000_52000,0,42,guitar_man_boy,train,v2
QQWfxEXXfUw,QQWfxEXXfUw_97000_107000,1,37,boy_guitar_man,train,v2
QQWfxEXXfUw,QQWfxEXXfUw_108000_118000,1,48,boy_man_guitar,train,v2
QQZLmzV5WGY,QQZLmzV5WGY_300000_310000,5,0,man_clipper,train,v2
Qs4Nou2Glrs,Qs4Nou2Glrs_25000_35000,0,25,saxophone_trumpet,val,v2
qslWda0kTxA,qslWda0kTxA_70000_80000,1,10,man_clipper,train,v2
QsRFnjO_eU0,QsRFnjO_eU0_0_10000,0,0,saxophone_guitar,train,v2
qT1w7i6AePo,qT1w7i6AePo_50000_60000,0,50,drum_marimba,train,v2
QTe-i0Pcn4s,QTe-i0Pcn4s_37000_47000,0,37,tuba_piano,test,v2
qu7DI5iu-QE,qu7DI5iu-QE_40000_50000,0,40,drum_guitar_man,train,v2
qu7DI5iu-QE,qu7DI5iu-QE_80000_90000,1,20,drum_guitar_man,train,v2
QuuCP1sJTtg,QuuCP1sJTtg_60000_70000,1,0,bassoon_clarinet,train,v2
qUyuRsg0jTA,qUyuRsg0jTA_65000_75000,1,5,violin_clarinet,train,v2
qUyuRsg0jTA,qUyuRsg0jTA_213000_223000,3,33,violin_clarinet,train,v2
qUZ4I1hc3XQ,qUZ4I1hc3XQ_0_10000,0,0,piano_guitar,train,v2
qVm2x71nmNY,qVm2x71nmNY_47000_57000,0,47,drum_sorna,train,v2
qVm2x71nmNY,qVm2x71nmNY_71000_81000,1,11,drum_sorna,train,v2
qVm2x71nmNY,qVm2x71nmNY_135000_145000,2,15,drum_erhu_sorna_pipa,train,v2
Qw7PVDY7cqQ,Qw7PVDY7cqQ_15000_25000,0,15,woman_harp,train,v2
qyQfbuaOHpI,qyQfbuaOHpI_60000_70000,1,0,piano_saxophone,train,v2
QYvhdbgEJPM_0,QYvhdbgEJPM_0,0,0,guitar_violin,test,v1m
QZonvfEwAWY,QZonvfEwAWY_20000_30000,0,20,piano_clarinet,val,v2
QZonvfEwAWY,QZonvfEwAWY_105000_115000,1,45,piano_clarinet,val,v2
QZonvfEwAWY,QZonvfEwAWY_215000_225000,3,35,piano_clarinet,val,v2
QZonvfEwAWY,QZonvfEwAWY_485000_495000,8,5,piano_clarinet,val,v2
r4NdM595K5c,r4NdM595K5c_40000_50000,0,40,flute_guitar,val,v2
r77M_VroAlc,r77M_VroAlc_9000_19000,0,9,baby_man,train,v2
r77M_VroAlc,r77M_VroAlc_40000_50000,0,40,baby_dog_man,train,v2
r77M_VroAlc,r77M_VroAlc_100000_110000,1,40,baby_dog,train,v2
r77M_VroAlc,r77M_VroAlc_125000_135000,2,5,baby_dog,train,v2
r77M_VroAlc,r77M_VroAlc_160000_170000,2,40,baby_dog,train,v2
r77M_VroAlc,r77M_VroAlc_182000_192000,3,2,baby_man,train,v2
r77M_VroAlc,r77M_VroAlc_195000_205000,3,15,baby_man,train,v2
rAAa_VcuzEk,rAAa_VcuzEk_0_10000,0,0,guitar_man,train,v2
rAAa_VcuzEk,rAAa_VcuzEk_50000_60000,0,50,guitar_man,train,v2
RAo_mV3MW_0,RAo_mV3MW_0_240000_250000,4,0,donkey_horse,train,v2
RAsvOJItmk8,RAsvOJItmk8_70000_80000,1,10,accordion_piano,train,v2
RAsvOJItmk8,RAsvOJItmk8_150000_160000,2,30,accordion_piano,train,v2
rBAoCu5ykvE,rBAoCu5ykvE_244000_254000,4,4,man_clipper,val,v2
RBu8PHO7Hh4,RBu8PHO7Hh4_3000_13000,0,3,tabla_sitar,train,v2
RBu8PHO7Hh4,RBu8PHO7Hh4_50000_60000,0,50,tabla_sitar,train,v2
RBx-Ue28KUE_0,RBx-Ue28KUE_0,0,0,violin_piano,train,v1m
RBx-Ue28KUE_1,RBx-Ue28KUE_1,0,0,violin_piano,val,v1m
RBx-Ue28KUE_2,RBx-Ue28KUE_2,0,0,violin_piano,train,v1m
RCA1Hjf6nuc,RCA1Hjf6nuc_300000_310000,5,0,piano_erhu,train,v2
rcBikjdVSyQ,rcBikjdVSyQ_35000_45000,0,35,trombone_cello_saxophone_drum_piano,train,v2
rcBikjdVSyQ,rcBikjdVSyQ_68000_78000,1,8,drum_piano_woman_saxophone,train,v2
rcBikjdVSyQ,rcBikjdVSyQ_740000_750000,12,20,cello_saxophone_drum_piano_trumpet,train,v2
rcBikjdVSyQ,rcBikjdVSyQ_1015000_1025000,16,55,trombone_cello_saxophone_drum_piano,train,v2
rcBikjdVSyQ,rcBikjdVSyQ_1230000_1240000,20,30,cello_trombone,train,v2
rcBikjdVSyQ,rcBikjdVSyQ_2207000_2217000,36,47,trombone_cello_saxophone_drum_piano,train,v2
RdgiN6J2Sew,RdgiN6J2Sew_50000_60000,0,50,man_ukulele,train,v2
RdgiN6J2Sew,RdgiN6J2Sew_140000_150000,2,20,man_ukulele,train,v2
RdgiN6J2Sew,RdgiN6J2Sew_221000_231000,3,41,man_ukulele,train,v2
rEFzIkaD55g,rEFzIkaD55g_13000_23000,0,13,girl_guitar,train,v2
rEFzIkaD55g,rEFzIkaD55g_50000_60000,0,50,girl_guitar,train,v2
rEFzIkaD55g,rEFzIkaD55g_150000_160000,2,30,girl_guitar,train,v2
rfAU7FNjncw,rfAU7FNjncw_101000_111000,1,41,tabla_woman_sitar,train,v2
rfAU7FNjncw,rfAU7FNjncw_148000_158000,2,28,tabla_sitar,train,v2
rfCUcG6QMwk,rfCUcG6QMwk_158000_168000,2,38,piano_tuba,test,v2
rfCUcG6QMwk,rfCUcG6QMwk_305000_315000,5,5,tuba_piano,test,v2
RHy5nC-gRV8,RHy5nC-gRV8_668000_678000,11,8,woman_man,val,v2
RIhJsCjDdmQ,RIhJsCjDdmQ_50000_60000,0,50,girl_guitar,train,v2
RIhJsCjDdmQ,RIhJsCjDdmQ_90000_100000,1,30,girl_guitar,train,v2
RIhJsCjDdmQ,RIhJsCjDdmQ_110000_120000,1,50,girl_guitar,train,v2
RjZ_tT2RQVU,RjZ_tT2RQVU_96000_106000,1,36,cello_violin,test,v2
RKm160Qcnqs_0,RKm160Qcnqs_0,0,0,man_car,train,v1m
RmdUYfcl0rU,RmdUYfcl0rU_125000_135000,2,5,pipa_guzheng,val,v2
rNoySCBDcAc_0,rNoySCBDcAc_0,0,0,violin_guitar,train,v1m
rozFJYWrLj0,rozFJYWrLj0_20000_30000,0,20,girl_guitar,train,v2
rozFJYWrLj0,rozFJYWrLj0_120000_130000,2,0,girl_guitar_man,train,v2
rPaVbzHZCs4_0,rPaVbzHZCs4_0,0,0,man_cat,train,v1m
Rr6Ju0PTIMI,Rr6Ju0PTIMI_78000_88000,1,18,accordion_man,train,v2
rsTOMQoRY4I,rsTOMQoRY4I_178000_188000,2,58,woman_drum_cello,train,v2
rUuwFzXrrM8,rUuwFzXrrM8_250000_260000,4,10,man_hair-dryer,train,v2
RYCJfGQzM5E,RYCJfGQzM5E_62000_72000,1,2,bassoon_violin,train,v2
RYCJfGQzM5E,RYCJfGQzM5E_112000_122000,1,52,flute_bassoon_violin,train,v2
RYPA6HPpldw,RYPA6HPpldw_71000_81000,1,11,piano_trombone,test,v2
rzKjN2en0H8,rzKjN2en0H8_72000_82000,1,12,accordion_drum_clarinet,train,v2
rzKjN2en0H8,rzKjN2en0H8_162000_172000,2,42,accordion_drum_man_clarinet,train,v2
rzKjN2en0H8,rzKjN2en0H8_460000_470000,7,40,saxophone_man,train,v2
rzKjN2en0H8,rzKjN2en0H8_487000_497000,8,7,accordion_saxophone_man,train,v2
rzKjN2en0H8,rzKjN2en0H8_765000_775000,12,45,accordion_drum_saxophone_man,train,v2
rzKjN2en0H8,rzKjN2en0H8_830000_840000,13,50,accordion_drum_man,train,v2
rzKjN2en0H8,rzKjN2en0H8_978000_988000,16,18,accordion_drum_man_clarinet,train,v2
rzKjN2en0H8,rzKjN2en0H8_1010000_1020000,16,50,accordion_drum_clarinet,train,v2
rzKjN2en0H8,rzKjN2en0H8_1062000_1072000,17,42,accordion_drum_man_clarinet,train,v2
rzKjN2en0H8,rzKjN2en0H8_1465000_1475000,24,25,accordion_drum_clarinet,train,v2
rzKjN2en0H8,rzKjN2en0H8_1483000_1493000,24,43,accordion_drum_clarinet,train,v2
rzKjN2en0H8,rzKjN2en0H8_1500000_1510000,25,0,accordion_drum_clarinet,train,v2
S1TxB-Pu2sQ,S1TxB-Pu2sQ_260000_270000,4,20,woman_hair-dryer,train,v2
S2u5SH_vq1A,S2u5SH_vq1A_136000_146000,2,16,woman_ukulele,train,v2
s3r0QYWcAeg,s3r0QYWcAeg_0_10000,0,0,woman_guitar,train,v2
S5a0UeHVQLs,S5a0UeHVQLs_25000_35000,0,25,woman_piano,train,v2
S5pdHcKF5Eg,S5pdHcKF5Eg_12000_22000,0,12,girl_mower,test,v2
s6dj_CqT0Mk_0,s6dj_CqT0Mk_0,0,0,ukulele_guitar,test,v1m
s6dj_CqT0Mk_1,s6dj_CqT0Mk_1,0,0,ukulele_guitar,test,v1m
s7rOUUGYzWw,s7rOUUGYzWw_30000_40000,0,30,woman_guitar,val,v2
s7rOUUGYzWw,s7rOUUGYzWw_110000_120000,1,50,woman_guitar,val,v2
SFVZ2OklsVM,SFVZ2OklsVM_679000_689000,11,19,accordion_guitar,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_695000_705000,11,35,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_710000_720000,11,50,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_745000_755000,12,25,accordion_guitar,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_755000_765000,12,35,accordion_guitar,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_906000_916000,15,6,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_944000_954000,15,44,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_960000_970000,16,0,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_1005000_1015000,16,45,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_1070000_1080000,17,50,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_1505000_1515000,25,5,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_1775000_1785000,29,35,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_2350000_2360000,39,10,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_2368000_2378000,39,28,accordion_guitar,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_2417000_2427000,40,17,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_2695000_2705000,44,55,accordion_guitar,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_2715000_2725000,45,15,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_2765000_2775000,46,5,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_2837000_2847000,47,17,accordion_guitar,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_3030000_3040000,50,30,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_3050000_3060000,50,50,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_3077000_3087000,51,17,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_3131000_3141000,52,11,accordion_guitar,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_3187000_3197000,53,7,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_3207000_3217000,53,27,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_3560000_3570000,59,20,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_3920000_3930000,65,20,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_3992000_4002000,66,32,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_4515000_4525000,75,15,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_4550000_4560000,75,50,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_4575000_4585000,76,15,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_5534000_5544000,92,14,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_5570000_5580000,92,50,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_6503000_6513000,108,23,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_6555000_6565000,109,15,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_6790000_6800000,113,10,accordion_guitar,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_6842000_6852000,114,2,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_7290000_7300000,121,30,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_7690000_7700000,128,10,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_7805000_7815000,130,5,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_8160000_8170000,136,0,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_8705000_8715000,145,5,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_8732000_8742000,145,32,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_8845000_8855000,147,25,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_9140000_9150000,152,20,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_9931000_9941000,165,31,accordion_guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_10458000_10468000,174,18,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_10685000_10695000,178,5,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_11190000_11200000,186,30,guitar_man,train,v2
SFVZ2OklsVM,SFVZ2OklsVM_11460000_11470000,191,0,guitar_man,train,v2
sHvEVG2EY8w,sHvEVG2EY8w_17000_27000,0,17,flute_bassoon_clarinet,train,v2
shytS0JuTr4,shytS0JuTr4_40000_50000,0,40,piano_trumpet,val,v2
shytS0JuTr4,shytS0JuTr4_105000_115000,1,45,piano_trumpet,val,v2
SiBiCtnnuQ8,SiBiCtnnuQ8_815000_825000,13,35,woman_man,train,v2
sjIEiu_ovKc,sjIEiu_ovKc_470000_480000,7,50,woman_harp,train,v2
sJv-GqgHV6s,sJv-GqgHV6s_126000_136000,2,6,tractor_man,train,v2
sJv-GqgHV6s,sJv-GqgHV6s_180000_190000,3,0,tractor_bird,train,v2
Sk_hXzYZzRc,Sk_hXzYZzRc_539000_549000,8,59,man_clipper,val,v2
Sk_hXzYZzRc,Sk_hXzYZzRc_565000_575000,9,25,man_clipper,val,v2
Sk_hXzYZzRc,Sk_hXzYZzRc_704000_714000,11,44,man_clipper,val,v2
SKi7ES0ogLI,SKi7ES0ogLI_30000_40000,0,30,man_horse,val,v2
SKi7ES0ogLI,SKi7ES0ogLI_110000_120000,1,50,man_horse,val,v2
SKwuxObqlas,SKwuxObqlas_5000_15000,0,5,woman_piano,train,v2
SKwuxObqlas,SKwuxObqlas_134000_144000,2,14,woman_piano,train,v2
sMsrz5VqchQ,sMsrz5VqchQ_130000_140000,2,10,piano_erhu,train,v2
SPCx5oYxNYQ,SPCx5oYxNYQ_15000_25000,0,15,woman_guitar,train,v2
SPCx5oYxNYQ,SPCx5oYxNYQ_135000_145000,2,15,woman_guitar,train,v2
sqdgubNosGQ,sqdgubNosGQ_4000_14000,0,4,woman_boy,train,v2
sqdgubNosGQ,sqdgubNosGQ_188000_198000,3,8,woman_boy,train,v2
ss2yA0tP0sU,ss2yA0tP0sU_10000_20000,0,10,piano_violin,train,v2
ss2yA0tP0sU,ss2yA0tP0sU_396000_406000,6,36,piano_violin,train,v2
sUBrRXJKJfk,sUBrRXJKJfk_192000_202000,3,12,piano_violin,train,v2
sUBrRXJKJfk_0,sUBrRXJKJfk_0,0,0,violin_piano,train,v1m
suGhrtt5NU4,suGhrtt5NU4_140000_150000,2,20,girl_guitar,train,v2
suGhrtt5NU4,suGhrtt5NU4_182000_192000,3,2,girl_guitar,train,v2
sV1o5VmL-9g,sV1o5VmL-9g_28000_38000,0,28,dog_man,train,v2
sV1o5VmL-9g,sV1o5VmL-9g_662000_672000,11,2,dog_man,train,v2
sV1o5VmL-9g,sV1o5VmL-9g_824000_834000,13,44,dog_man,train,v2
sV1o5VmL-9g,sV1o5VmL-9g_837000_847000,13,57,dog_man,train,v2
SWl73D7sCN4,SWl73D7sCN4_95000_105000,1,35,cello_violin,train,v2
SWLG_3suH7w_0,SWLG_3suH7w_0,0,0,violin_guitar,test,v1m
sWMcL0pFHbU_0,sWMcL0pFHbU_0,0,0,guitar_piano,train,v1m
SWmhXEFTkok,SWmhXEFTkok_290000_300000,4,50,piano_violin,train,v2
SWysECq5t_Y,SWysECq5t_Y_20000_30000,0,20,girl_guitar,train,v2
SWysECq5t_Y,SWysECq5t_Y_41000_51000,0,41,girl_guitar,train,v2
SWysECq5t_Y,SWysECq5t_Y_62000_72000,1,2,girl_guitar,train,v2
SWysECq5t_Y,SWysECq5t_Y_125000_135000,2,5,girl_guitar,train,v2
SXso6qja8JU,SXso6qja8JU_11000_21000,0,11,woman_guitar,train,v2
SXso6qja8JU,SXso6qja8JU_30000_40000,0,30,woman_guitar,train,v2
SXso6qja8JU,SXso6qja8JU_65000_75000,1,5,woman_guitar,train,v2
szhG-zER_xs,szhG-zER_xs_2000_12000,0,2,piano_violin,train,v2
t_6avNV-o0Y,t_6avNV-o0Y_262000_272000,4,22,man_clipper,train,v2
t_6avNV-o0Y,t_6avNV-o0Y_274000_284000,4,34,man_clipper,train,v2
T4LYhpdIub8,T4LYhpdIub8_60000_70000,1,0,piano_drum_cello_trumpet,val,v2
T4LYhpdIub8,T4LYhpdIub8_194000_204000,3,14,drum_cello_trumpet_saxophone,val,v2
T4LYhpdIub8,T4LYhpdIub8_260000_270000,4,20,cello_saxophone_drum_piano_trumpet,val,v2
t5gn1ZPLzEk,t5gn1ZPLzEk_133000_143000,2,13,tabla_man,train,v2
TeLISCmZ_w4_1,TeLISCmZ_w4_1,0,0,man_piano,train,v1m
TeLISCmZ_w4_3,TeLISCmZ_w4_3,0,0,man_piano,train,v1m
TeLISCmZ_w4_4,TeLISCmZ_w4_4,0,0,piano_man,test,v1m
TF0NEuYWsPM,TF0NEuYWsPM_50000_60000,0,50,man_hen,train,v2
TgARFFH1foQ,TgARFFH1foQ_5000_15000,0,5,erhu_marimba_guzheng,train,v2
TgARFFH1foQ,TgARFFH1foQ_49000_59000,0,49,erhu_marimba_guzheng,train,v2
TgARFFH1foQ,TgARFFH1foQ_83000_93000,1,23,erhu_marimba_guzheng,train,v2
TgARFFH1foQ,TgARFFH1foQ_120000_130000,2,0,erhu_marimba_guzheng,train,v2
TgVDrtj-r_M,TgVDrtj-r_M_28000_38000,0,28,piano_trumpet_guitar_clarinet,train,v2
TgVDrtj-r_M,TgVDrtj-r_M_688000_698000,11,28,piano_trombone_guitar_clarinet,train,v2
TgVDrtj-r_M,TgVDrtj-r_M_1067000_1077000,17,47,piano_trombone_guitar_saxophone,train,v2
tKx7UIYN5cI,tKx7UIYN5cI_2000_12000,0,2,guitar_man,train,v2
tKx7UIYN5cI,tKx7UIYN5cI_28000_38000,0,28,guitar_man,train,v2
tKx7UIYN5cI,tKx7UIYN5cI_120000_130000,2,0,guitar_man,train,v2
tKx7UIYN5cI,tKx7UIYN5cI_200000_210000,3,20,guitar_man,train,v2
tKx7UIYN5cI,tKx7UIYN5cI_253000_263000,4,13,guitar_man,train,v2
tMNVhoFOsWI_1,tMNVhoFOsWI_1,0,0,piano_woman,train,v1m
tMNVhoFOsWI_2,tMNVhoFOsWI_2,0,0,woman_piano,train,v1m
TMO0zGF2_ls,TMO0zGF2_ls_196000_206000,3,16,man_clipper,train,v2
tndQjtHDZXE,tndQjtHDZXE_38000_48000,0,38,accordion_tuba_trombone_saxophone,train,v2
tndQjtHDZXE,tndQjtHDZXE_590000_600000,9,50,accordion_tuba,train,v2
tndQjtHDZXE,tndQjtHDZXE_1320000_1330000,22,0,accordion_tuba_trombone_saxophone,train,v2
TnTw_-67mrI,TnTw_-67mrI_334000_344000,5,34,man_hair-dryer,train,v2
TQijbX5OgS8,TQijbX5OgS8_100000_110000,1,40,piano_drum_guitar_trumpet,train,v2
tRuQMlN2A4s,tRuQMlN2A4s_1308000_1318000,21,48,tabla_flute,test,v2
